category	length	punct	numbers	text
ham	147	0.04081632653061224	FALSE	""Happy valentines day"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...
spam	150	0.04666666666666667	TRUE	GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call <#>. Claim Code K52. Valid 12hrs only. 150ppm
ham	73	0.0684931506849315	FALSE	Still chance there. If you search hard you will get it..let have a try :)
ham	164	0.08536585365853659	FALSE	Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. & One step back can ruin ur friendship.. good night:-) ...
spam	153	0.0718954248366013	TRUE	Congrats! 2 mobile 3G Videophones R yours. call <#> now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm
ham	111	0.06306306306306306	FALSE	Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?
spam	148	0.0472972972972973	TRUE	URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline <#> BOX42WR29C, 150PPM
spam	74	0.04054054054054054	FALSE	Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA
spam	157	0.06369426751592357	TRUE	Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to <#> 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ
spam	136	0.07352941176470588	TRUE	WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to <#>. Trackmarque Ltd info@vipclub4u.
spam	147	0.02040816326530612	FALSE	REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode
ham	72	0.027777777777777776	FALSE	I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.
spam	149	0.040268456375838924	TRUE	URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call <#> from land line. Claim A21. Valid 12hrs only
ham	80	0.025	FALSE	Guess which pub im in? Im as happy as a pig in clover or whatever the saying is!
ham	52	0.09615384615384616	FALSE	Thats cool. Where should i cum? On you or in you? :)
spam	149	0.06711409395973154	TRUE	Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call <#> NOW! Only 10p per minute. BT-national-rate.
ham	155	0.13548387096774195	FALSE	'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).
spam	149	0.03355704697986577	TRUE	Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services <#>
spam	137	0.043795620437956206	TRUE	money!!! you r a lucky winner ! 2 claim your prize text money 2 <#> over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy
spam	78	0.05128205128205128	TRUE	Claim a 200 shopping spree, just call <#> now! Have you won! MobStoreQuiz10ppm
spam	155	0.025806451612903226	FALSE	Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
spam	158	0.012658227848101266	FALSE	Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged
ham	70	0.07142857142857142	FALSE	I'm in inside office..still filling forms.don know when they leave me.
spam	143	0.04195804195804196	TRUE	Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to <#>.unsub STOP £1.50 <#> SP
spam	154	0.045454545454545456	TRUE	Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: <#>
ham	55	0.01818181818181818	FALSE	Oh ok i didnt know what you meant. Yep i am baby jontin
ham	62	0.06451612903225806	FALSE	HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x
ham	92	0.30434782608695654	FALSE	Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................
ham	130	0.03076923076923077	FALSE	Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us
spam	57	0.07017543859649122	TRUE	Want explicit SEX in 30 secs? Ring <#> now! Costs 20p/min
ham	58	0.05172413793103448	FALSE	U wake up already? Thanx 4 e tau sar piah it's quite nice.
spam	152	0.046052631578947366	TRUE	Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on <#> or2optout/HV9D
spam	142	0.09154929577464789	TRUE	500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: <#> & collect yours today!From ONLY £1 www.4-tc.biz 2optout <#>.50gbp/mtmsg18 TXTAUCTION
ham	103	0.019417475728155338	FALSE	How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.
spam	158	0.04430379746835443	TRUE	Marvel Mobile Play the official Ultimate Spider-man game (£4.50) on ur mobile right now. Text SPIDER to <#> for the game & we ll send u a FREE 8Ball wallpaper
spam	163	0.049079754601226995	FALSE	URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU
ham	101	0.019801980198019802	FALSE	I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon
spam	163	0.05521472392638037	FALSE	important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
spam	126	0.0873015873015873	TRUE	PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call <#> Identifier Code: <#> Expires 07/11/04
ham	74	0.05405405405405406	FALSE	Only just got this message, not ignoring you. Yes, i was. Shopping that is
ham	55	0.09090909090909091	FALSE	Oh really?? Did you make it on air? What's your talent?
spam	156	0.038461538461538464	TRUE	FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox <#> W45WQ norm150p/tone 16+
ham	113	0.017699115044247787	FALSE	I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.
spam	102	0.049019607843137254	TRUE	Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to <#> only 150p/msg
spam	98	0.04081632653061224	TRUE	Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on <#>
ham	76	0.039473684210526314	FALSE	Did either of you have any idea's? Do you know of anyplaces doing something?
ham	88	0.03409090909090909	FALSE	Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.
spam	135	0.007407407407407408	TRUE	We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now <#> Del Thurs
spam	155	0.025806451612903226	FALSE	SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY
spam	159	0.0440251572327044	FALSE	Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you
ham	124	0.056451612903225805	TRUE	The affidavit says  <#>  E Twiggs St, division g, courtroom  <#> , <TIME>  AM. I'll double check and text you again tomorrow
ham	51	0.0784313725490196	FALSE	Yeah, don't go to bed, I'll be back before midnight
spam	150	0.07333333333333333	TRUE	This weeks SavaMob member offers are now accessible. Just call <#> for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!
ham	70	0.04285714285714286	FALSE	Get me out of this dump heap. My mom decided to come to lowes. BORING.
spam	151	0.033112582781456956	TRUE	Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help<#>
ham	63	0.015873015873015872	FALSE	Probably earlier than that if the station's where I think it is
spam	125	0.08	TRUE	PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call <#> Identifier Code:4xx26 Expires 13/10/04
ham	91	0.01098901098901099	FALSE	Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with
spam	135	0.05185185185185185	TRUE	UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to <#>.SkilGme.TsCs<#>Winawk!Age16+£1.50perWKsub
ham	62	0	FALSE	Mm umma ask vava also to come tell him can play later together
ham	153	0.058823529411764705	FALSE	Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-)
spam	143	0.055944055944055944	TRUE	FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help<#>p a msg Send stop to stop txts
spam	138	0.07971014492753623	TRUE	Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to <#> only 150p/msg. CC: <#> HG/Suite342/2Lands Row/W1J6HL
spam	154	0.08441558441558442	TRUE	YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call <#> Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins
ham	52	0.038461538461538464	FALSE	Hasn't that been the pattern recently crap weekends?
spam	136	0.0661764705882353	TRUE	<#> URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call <#> ASAP!
ham	122	0.13114754098360656	FALSE	Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!
spam	144	0.041666666666666664	TRUE	Urgent! call <#> from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+
ham	136	0.058823529411764705	FALSE	Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?
spam	150	0.04	TRUE	Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel <#> subject to T's and C's
spam	97	0.061855670103092786	TRUE	FREE entry into our £250 weekly comp just send the word WIN to <#> NOW. 18 T&C www.txttowin.co.uk
spam	146	0.02054794520547945	TRUE	Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on <#>
ham	107	0.009345794392523364	FALSE	Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am
ham	93	0.03225806451612903	FALSE	Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.
spam	146	0.10273972602739725	FALSE	SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE
ham	136	0.022058823529411766	FALSE	I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished
spam	110	0.06363636363636363	TRUE	U’ve Bin Awarded £50 to Play 4 Instant Cash. Call <#> To Claim. EVERY 9th Player Wins Min £50-£500. OptOut <#>
spam	149	0.053691275167785234	FALSE	XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL
spam	146	0.06164383561643835	TRUE	Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, <#>. NTT PO Box CR<#>BT fixedline Cost 150ppm mobile vary
ham	142	0.02112676056338028	FALSE	Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.
ham	63	0.047619047619047616	TRUE	Pls give her prometazine syrup. 5mls then  <#> mins later feed.
spam	160	0.075	TRUE	You have won a guaranteed <#> award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???
ham	56	0.03571428571428571	FALSE	Sorry my roommates took forever, it ok if I come by now?
ham	51	0.0392156862745098	FALSE	Yes. Rent is very expensive so its the way we save.
ham	116	0.008620689655172414	FALSE	The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel
spam	73	0.1643835616438356	TRUE	http//tms. widelive.com/index. wml?id=<#>ad0a<#>&first=true¡C C Ringtone¡
ham	77	0.025974025974025976	FALSE	You do your studies alone without anyones help. If you cant no need to study.
spam	141	0.05673758865248227	TRUE	No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to <#>. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham	99	0.020202020202020204	FALSE	Its hard to believe things like this. All can say lie but think twice before saying anything to me.
spam	143	0.04195804195804196	FALSE	Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call
ham	144	0.013888888888888888	FALSE	They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.
ham	71	0.1267605633802817	FALSE	Up to ü... Ü wan come then come lor... But i din c any stripes skirt...
ham	136	0.022058823529411766	FALSE	Hi neva worry bout da truth coz the truth will lead me 2 ur heart. It's the least a unique person like u deserve. Sleep tight or morning
spam	87	0.06896551724137931	TRUE	Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call <#>Ts&Cs apply.
ham	85	0.011764705882352941	FALSE	Yeah so basically any time next week you can get away from your mom & get up before 3
spam	127	0.007874015748031496	TRUE	We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call <#> Now
spam	149	0.013422818791946308	TRUE	Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call <#>
ham	58	0.017241379310344827	FALSE	Dude just saw a parked car with its sunroof popped up. Sux
ham	156	0.019230769230769232	TRUE	My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  <#> /7
spam	159	0.0440251572327044	TRUE	Urgent! call <#> from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer
spam	135	0.05925925925925926	TRUE	You are being ripped off! Get your mobile content from www.clubmoby.com call <#> poly/true/Pix/Ringtones/Games six downloads for only 3
spam	136	0.04411764705882353	TRUE	TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to <#>
ham	113	0.008849557522123894	FALSE	What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.
spam	81	0	FALSE	Bought one ringtone and now getting texts costing 3 pound offering more tones etc
spam	152	0.02631578947368421	TRUE	Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone <#> or 2StopTxt
ham	80	0.0375	FALSE	Gr8. So how do you handle the victoria island traffic. Plus when's the album due
spam	150	0.09333333333333334	TRUE	Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to <#>
spam	156	0.038461538461538464	TRUE	U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to <#> now. POBOX114/14TCR/W1 16
spam	153	0.026143790849673203	TRUE	Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline <#>. PoBox1, W14RG 150p
ham	196	0.02040816326530612	FALSE	I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.
ham	154	0.03896103896103896	FALSE	By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies
ham	85	0.047058823529411764	FALSE	Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.
spam	88	0.045454545454545456	TRUE	Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to <#>
ham	73	0	FALSE	Please tell me you have some of that special stock you were talking about
ham	81	0.1111111111111111	FALSE	Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ?
ham	62	0.03225806451612903	FALSE	I think asking for a gym is the excuse for lazy people. I jog.
ham	165	0.024242424242424242	FALSE	No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me
spam	160	0.04375	FALSE	Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p
spam	132	0.07575757575757576	TRUE	Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to <#> only 150p/msg. CC: <#> PO BOX 114/14 TCR/W1
ham	158	0.06329113924050633	FALSE	Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss
ham	78	0.01282051282051282	TRUE	I meant as an apology from me for texting you to get me drugs at  <#> at night
ham	139	0.02877697841726619	FALSE	Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.
spam	137	0.051094890510948905	TRUE	Get a FREE mobile video player FREE movie. To collect text GO to <#>. Its free! Extra films can be ordered t's and c's apply. 18 yrs only
spam	150	0.02	TRUE	YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number <#> to collect your award which you are selected to receive as a valued mobile customer.
spam	78	0.0641025641025641	FALSE	Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!
spam	144	0.034722222222222224	TRUE	Urgent! Please call <#> from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm
ham	144	0.09722222222222222	FALSE	I was at bugis juz now wat... But now i'm walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now?
ham	115	0.06086956521739131	FALSE	Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.
ham	79	0.0379746835443038	FALSE	No problem with the renewal. I.ll do it right away but i dont know his details.
spam	148	0.04054054054054054	TRUE	URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call <#> from land line. Claim C52. Valid12hrs only
spam	128	0.0390625	TRUE	U <#> have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on <#>
ham	149	0.06040268456375839	FALSE	Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that!
spam	131	0.061068702290076333	TRUE	U have a secret admirer. REVEAL who thinks U R So special. Call <#>. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care <#>
spam	154	0.07142857142857142	TRUE	Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to <#> now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
ham	127	0.015748031496062992	FALSE	Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
spam	155	0.03870967741935484	FALSE	BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu
ham	59	0.1694915254237288	FALSE	I'm home, my love ... If your still awake ... *loving kiss*
ham	110	0.045454545454545456	FALSE	What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.
ham	149	0.020134228187919462	FALSE	Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
spam	128	0.0234375	TRUE	New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to <#>
ham	56	0.03571428571428571	FALSE	Yes just finished watching days of our lives. I love it.
spam	148	0.033783783783783786	TRUE	URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call <#> from land line. Claim J89. po box245c2150pm
ham	52	0.038461538461538464	FALSE	Good morning pookie pie! Lol hope I didn't wake u up
ham	81	0.037037037037037035	FALSE	Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much
ham	77	0.025974025974025976	FALSE	U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?
spam	149	0.053691275167785234	TRUE	Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to <#> http//www.gr8prizes.com <#>
ham	105	0.1523809523809524	FALSE	Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(
spam	136	0.04411764705882353	TRUE	WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call <#>. Valid 24 hours only. ACL<#>PM
ham	115	0.0782608695652174	FALSE	Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.
ham	91	0.02197802197802198	FALSE	U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?
spam	148	0.033783783783783786	TRUE	Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on <#> from Landline DATEBox1282EssexCM61XN 150p/min 18
spam	130	0.038461538461538464	TRUE	Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL <#> NOW all will be revealed. POBox 6, LS15HB 150p
ham	154	0.045454545454545456	FALSE	Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.
spam	123	0.07317073170731707	TRUE	Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to <#>. Good luck!
ham	54	0.018518518518518517	FALSE	Just checked out, heading out to drop off my stuff now
ham	183	0.04371584699453552	FALSE	wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.
spam	143	0.03496503496503497	FALSE	We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150
ham	59	0.03389830508474576	FALSE	Sorry da thangam, very very sorry i am held up with prasad.
spam	160	0.05625	FALSE	Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n
spam	63	0.031746031746031744	FALSE	Ringtone Club: Gr8 new polys direct to your mobile every week !
spam	146	0.0136986301369863	TRUE	Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call <#> quoting claim code 3100 standard rates app
ham	56	0.16071428571428573	FALSE	Yup... From what i remb... I think should be can book...
ham	101	0.0594059405940594	FALSE	Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.
ham	95	0.07368421052631578	FALSE	I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.
ham	71	0.08450704225352113	FALSE	I'm back & we're packing the car now, I'll let you know if there's room
spam	104	0.08653846153846154	TRUE	Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to <#>-?3 per week-stop sms-<#>
spam	141	0.02127659574468085	FALSE	Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner
spam	145	0.07586206896551724	TRUE	RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call <#> You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!
spam	133	0.07518796992481203	TRUE	""URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL <#> b4 <#>t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50""
spam	134	0.029850746268656716	FALSE	Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r
spam	146	0.06164383561643835	TRUE	As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: <#> to claim. 150p/msg, EXP. 30Apr
spam	135	0.05925925925925926	TRUE	RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL <#> b4 <#> T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50
ham	78	0.07692307692307693	FALSE	So li hai... Me bored now da lecturer repeating last weeks stuff waste time...
ham	68	0.04411764705882353	FALSE	Was doing my test earlier. I appreciate you. Will call you tomorrow.
spam	151	0.059602649006622516	TRUE	This is the 2nd time we have tried 2 contact u. U have won the £750 Pound prize. 2 claim is easy, call <#> NOW1! Only 10p per minute. BT-national-rate.
spam	137	0.1678832116788321	FALSE	(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
ham	62	0.04838709677419355	FALSE	Nah, Wednesday. When should I bring the mini cheetos bag over?
ham	67	0.04477611940298507	FALSE	Need a coffee run tomo?Can't believe it's that time of week already
spam	121	0.03305785123966942	TRUE	You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on <#> (18+) 2 stop getstop on <#> PHP
ham	66	0.09090909090909091	TRUE	Great! I hope you like your man well endowed. I am  <#>  inches...
ham	70	0.014285714285714285	FALSE	Jason says it's cool if we pick some up from his place in like an hour
